gene,score,logfoldchange,pval,pval_adj
SHISA5,39.98594665527344,0.4424864947795868,0.0,0.0
ATP6AP2,39.89075469970703,0.586042046546936,0.0,0.0
MSI2,39.84310531616211,0.5220843553543091,0.0,0.0
TM9SF3,39.801998138427734,0.40446561574935913,0.0,0.0
GNB2,39.786617279052734,0.4019019901752472,0.0,0.0
TSC22D3,39.77609634399414,0.3686048984527588,0.0,0.0
LAMP2,39.771812438964844,0.45351675152778625,0.0,0.0
DAZAP2,39.77056884765625,0.41426414251327515,0.0,0.0
C1QB,39.74713897705078,0.5708084106445312,0.0,0.0
CXCL9,39.67314910888672,2.27453875541687,0.0,0.0
COL5A1,39.62788391113281,0.5410298109054565,0.0,0.0
NDUFS6,39.599266052246094,0.7821773886680603,0.0,0.0
PPIA,39.57976531982422,0.9569208025932312,0.0,0.0
MICOS10,39.57773971557617,0.5359029769897461,0.0,0.0
GPSM3,39.55451965332031,0.5348321795463562,0.0,0.0
IRAK1,39.51335906982422,0.5444836616516113,0.0,0.0
CSK,39.50709533691406,0.49907296895980835,0.0,0.0
HDGF,39.49650573730469,0.6150537729263306,0.0,0.0
COPE,39.46687316894531,0.5972086191177368,0.0,0.0
NUCKS1,39.43903732299805,0.5067317485809326,0.0,0.0
LAMP1,39.42093276977539,0.32338768243789673,0.0,0.0
GHITM,39.401214599609375,0.619862973690033,0.0,0.0
SSRP1,39.29446029663086,0.5986806750297546,0.0,0.0
UXT,39.26974868774414,0.5580250024795532,0.0,0.0
CYC1,39.23361587524414,0.511451005935669,0.0,0.0
NOP53,39.223289489746094,0.4766940176486969,0.0,0.0
SRD5A3,39.113460540771484,1.35886549949646,0.0,0.0
NUP210,39.11129379272461,0.692879319190979,0.0,0.0
ATP6V0B,39.06581115722656,0.5442296862602234,0.0,0.0
AGR2,39.03221130371094,0.9839063286781311,0.0,0.0
SOCS1,39.01336669921875,0.8063170909881592,0.0,0.0
ANP32E,38.99461364746094,0.8810110092163086,0.0,0.0
RPN2,38.97758102416992,0.6240283846855164,0.0,0.0
ANXA2,38.9187126159668,0.34461119771003723,0.0,0.0
S100A16,38.915767669677734,0.5764315724372864,0.0,0.0
ZFP36L2,38.88995361328125,0.33352941274642944,0.0,0.0
NDUFB11,38.865543365478516,0.7226966023445129,0.0,0.0
EIF4A1,38.83254623413086,0.4055963456630707,0.0,0.0
ATP6V0E1,38.830284118652344,0.5286619663238525,0.0,0.0
PFDN2,38.82743453979492,0.5633721351623535,0.0,0.0
SERINC2,38.764015197753906,1.2430920600891113,0.0,0.0
SLC38A1,38.74775695800781,0.5447875261306763,0.0,0.0
FAM102A,38.74262237548828,0.6021985411643982,0.0,0.0
NDUFC2,38.71156692504883,0.47100937366485596,0.0,0.0
STT3A,38.711204528808594,0.4372771084308624,0.0,0.0
MAT2B,38.63417434692383,0.4928615987300873,0.0,0.0
SNU13,38.62420654296875,0.44255682826042175,0.0,0.0
TRAPPC3,38.61104202270508,0.4941715598106384,0.0,0.0
CD52,38.593257904052734,0.5089313983917236,0.0,0.0
